,province,adcode,model,bodyType,regYear,regMonth,salesVolume,popularity,carCommentVolum,newsReplyVolum
13998,山东,370000,a432c483b5beb856,Sedan,2016,11,397,705.0,113.0,353.0
13999,山西,140000,a432c483b5beb856,Sedan,2016,11,192,168.0,113.0,353.0
14000,广东,440000,a432c483b5beb856,Sedan,2016,11,1273,3509.0,113.0,353.0
14001,广西,450000,a432c483b5beb856,Sedan,2016,11,209,435.0,113.0,353.0
14002,江苏,320000,a432c483b5beb856,Sedan,2016,11,808,684.0,113.0,353.0
14003,江西,360000,a432c483b5beb856,Sedan,2016,11,281,291.0,113.0,353.0
14004,河北,130000,a432c483b5beb856,Sedan,2016,11,290,414.0,113.0,353.0
14005,河南,410000,a432c483b5beb856,Sedan,2016,11,364,691.0,113.0,353.0
14006,浙江,330000,a432c483b5beb856,Sedan,2016,11,799,754.0,113.0,353.0
14007,湖北,420000,a432c483b5beb856,Sedan,2016,11,362,561.0,113.0,353.0
14008,湖南,430000,a432c483b5beb856,Sedan,2016,11,313,533.0,113.0,353.0
14009,福建,350000,a432c483b5beb856,Sedan,2016,11,340,533.0,113.0,353.0
14010,辽宁,210000,a432c483b5beb856,Sedan,2016,11,209,252.0,113.0,353.0
14011,重庆,500000,a432c483b5beb856,Sedan,2016,11,159,291.0,113.0,353.0
14012,陕西,610000,a432c483b5beb856,Sedan,2016,11,141,256.0,113.0,353.0
14013,黑龙江,230000,a432c483b5beb856,Sedan,2016,11,121,168.0,113.0,353.0
14014,上海,310000,0797526c057dcf5b,Sedan,2016,11,1289,510.0,213.0,1410.0
14015,云南,530000,0797526c057dcf5b,Sedan,2016,11,285,327.0,213.0,1410.0
14016,内蒙古,150000,0797526c057dcf5b,Sedan,2016,11,339,317.0,213.0,1410.0
14017,北京,110000,0797526c057dcf5b,Sedan,2016,11,656,1453.0,213.0,1410.0
14018,四川,510000,0797526c057dcf5b,Sedan,2016,11,1016,2147.0,213.0,1410.0
14019,安徽,340000,0797526c057dcf5b,Sedan,2016,11,550,462.0,213.0,1410.0
14020,山东,370000,0797526c057dcf5b,Sedan,2016,11,3502,1983.0,213.0,1410.0
14021,山西,140000,0797526c057dcf5b,Sedan,2016,11,919,529.0,213.0,1410.0
14022,广东,440000,0797526c057dcf5b,Sedan,2016,11,12394,9627.0,213.0,1410.0
14023,广西,450000,0797526c057dcf5b,Sedan,2016,11,1789,1280.0,213.0,1410.0
14024,江苏,320000,0797526c057dcf5b,Sedan,2016,11,2622,1463.0,213.0,1410.0
14025,江西,360000,0797526c057dcf5b,Sedan,2016,11,1265,750.0,213.0,1410.0
14026,河北,130000,0797526c057dcf5b,Sedan,2016,11,2449,1232.0,213.0,1410.0
14027,河南,410000,0797526c057dcf5b,Sedan,2016,11,1951,1935.0,213.0,1410.0
14028,浙江,330000,0797526c057dcf5b,Sedan,2016,11,2019,1501.0,213.0,1410.0
14029,湖北,420000,0797526c057dcf5b,Sedan,2016,11,1425,1280.0,213.0,1410.0
14030,湖南,430000,0797526c057dcf5b,Sedan,2016,11,1769,1347.0,213.0,1410.0
14031,福建,350000,0797526c057dcf5b,Sedan,2016,11,1591,1232.0,213.0,1410.0
14032,辽宁,210000,0797526c057dcf5b,Sedan,2016,11,2622,1010.0,213.0,1410.0
14033,重庆,500000,0797526c057dcf5b,Sedan,2016,11,548,481.0,213.0,1410.0
14034,陕西,610000,0797526c057dcf5b,Sedan,2016,11,402,529.0,213.0,1410.0
14035,黑龙江,230000,0797526c057dcf5b,Sedan,2016,11,913,491.0,213.0,1410.0
14036,上海,310000,936168bd4850913d,SUV,2016,11,241,109.0,96.0,1316.0
14037,云南,530000,936168bd4850913d,SUV,2016,11,282,91.0,96.0,1316.0
14038,内蒙古,150000,936168bd4850913d,SUV,2016,11,331,76.0,96.0,1316.0
14039,北京,110000,936168bd4850913d,SUV,2016,11,527,229.0,96.0,1316.0
14040,四川,510000,936168bd4850913d,SUV,2016,11,364,266.0,96.0,1316.0
14041,安徽,340000,936168bd4850913d,SUV,2016,11,339,92.0,96.0,1316.0
14042,山东,370000,936168bd4850913d,SUV,2016,11,1020,296.0,96.0,1316.0
14043,山西,140000,936168bd4850913d,SUV,2016,11,347,88.0,96.0,1316.0
14044,广东,440000,936168bd4850913d,SUV,2016,11,2842,747.0,96.0,1316.0
14045,广西,450000,936168bd4850913d,SUV,2016,11,279,75.0,96.0,1316.0
14046,江苏,320000,936168bd4850913d,SUV,2016,11,905,275.0,96.0,1316.0
14047,江西,360000,936168bd4850913d,SUV,2016,11,334,79.0,96.0,1316.0
14048,河北,130000,936168bd4850913d,SUV,2016,11,646,171.0,96.0,1316.0
14049,河南,410000,936168bd4850913d,SUV,2016,11,979,237.0,96.0,1316.0
14050,浙江,330000,936168bd4850913d,SUV,2016,11,709,225.0,96.0,1316.0
14051,湖北,420000,936168bd4850913d,SUV,2016,11,1292,198.0,96.0,1316.0
14052,湖南,430000,936168bd4850913d,SUV,2016,11,649,114.0,96.0,1316.0
14053,福建,350000,936168bd4850913d,SUV,2016,11,610,171.0,96.0,1316.0
14054,辽宁,210000,936168bd4850913d,SUV,2016,11,727,147.0,96.0,1316.0
14055,重庆,500000,936168bd4850913d,SUV,2016,11,145,48.0,96.0,1316.0
14056,陕西,610000,936168bd4850913d,SUV,2016,11,400,88.0,96.0,1316.0
14057,黑龙江,230000,936168bd4850913d,SUV,2016,11,630,125.0,96.0,1316.0
14058,上海,310000,cc21c7e91a3b5a0c,SUV,2016,11,345,1031.0,143.0,1251.0
14059,云南,530000,cc21c7e91a3b5a0c,SUV,2016,11,338,1114.0,143.0,1251.0
14060,内蒙古,150000,cc21c7e91a3b5a0c,SUV,2016,11,331,1325.0,143.0,1251.0
14061,北京,110000,cc21c7e91a3b5a0c,SUV,2016,11,356,2459.0,143.0,1251.0
14062,四川,510000,cc21c7e91a3b5a0c,SUV,2016,11,569,3253.0,143.0,1251.0
14063,安徽,340000,cc21c7e91a3b5a0c,SUV,2016,11,489,1453.0,143.0,1251.0
14064,山东,370000,cc21c7e91a3b5a0c,SUV,2016,11,912,4182.0,143.0,1251.0
14065,山西,140000,cc21c7e91a3b5a0c,SUV,2016,11,316,1280.0,143.0,1251.0
14066,广东,440000,cc21c7e91a3b5a0c,SUV,2016,11,3345,6404.0,143.0,1251.0
14067,广西,450000,cc21c7e91a3b5a0c,SUV,2016,11,377,717.0,143.0,1251.0
14068,江苏,320000,cc21c7e91a3b5a0c,SUV,2016,11,1454,3490.0,143.0,1251.0
14069,江西,360000,cc21c7e91a3b5a0c,SUV,2016,11,350,883.0,143.0,1251.0
14070,河北,130000,cc21c7e91a3b5a0c,SUV,2016,11,574,2958.0,143.0,1251.0
14071,河南,410000,cc21c7e91a3b5a0c,SUV,2016,11,872,3285.0,143.0,1251.0
14072,浙江,330000,cc21c7e91a3b5a0c,SUV,2016,11,1151,3022.0,143.0,1251.0
14073,湖北,420000,cc21c7e91a3b5a0c,SUV,2016,11,1189,2094.0,143.0,1251.0
14074,湖南,430000,cc21c7e91a3b5a0c,SUV,2016,11,506,1248.0,143.0,1251.0
14075,福建,350000,cc21c7e91a3b5a0c,SUV,2016,11,734,1690.0,143.0,1251.0
14076,辽宁,210000,cc21c7e91a3b5a0c,SUV,2016,11,480,2023.0,143.0,1251.0
14077,重庆,500000,cc21c7e91a3b5a0c,SUV,2016,11,200,557.0,143.0,1251.0
14078,陕西,610000,cc21c7e91a3b5a0c,SUV,2016,11,345,1383.0,143.0,1251.0
14079,黑龙江,230000,cc21c7e91a3b5a0c,SUV,2016,11,404,2241.0,143.0,1251.0
14080,上海,310000,7aab7fca2470987e,MPV,2016,11,277,305.0,10.0,1935.0
14081,云南,530000,7aab7fca2470987e,MPV,2016,11,22,100.0,10.0,1935.0
14082,内蒙古,150000,7aab7fca2470987e,MPV,2016,11,19,160.0,10.0,1935.0
14083,北京,110000,7aab7fca2470987e,MPV,2016,11,372,561.0,10.0,1935.0
14084,四川,510000,7aab7fca2470987e,MPV,2016,11,42,516.0,10.0,1935.0
14085,安徽,340000,7aab7fca2470987e,MPV,2016,11,74,206.0,10.0,1935.0
14086,山东,370000,7aab7fca2470987e,MPV,2016,11,286,874.0,10.0,1935.0
14087,山西,140000,7aab7fca2470987e,MPV,2016,11,62,260.0,10.0,1935.0
14088,广东,440000,7aab7fca2470987e,MPV,2016,11,972,1455.0,10.0,1935.0
14089,广西,450000,7aab7fca2470987e,MPV,2016,11,13,129.0,10.0,1935.0
14090,江苏,320000,7aab7fca2470987e,MPV,2016,11,380,614.0,10.0,1935.0
14091,江西,360000,7aab7fca2470987e,MPV,2016,11,35,101.0,10.0,1935.0
14092,河北,130000,7aab7fca2470987e,MPV,2016,11,231,605.0,10.0,1935.0
14093,河南,410000,7aab7fca2470987e,MPV,2016,11,188,605.0,10.0,1935.0
14094,浙江,330000,7aab7fca2470987e,MPV,2016,11,323,602.0,10.0,1935.0
14095,湖北,420000,7aab7fca2470987e,MPV,2016,11,64,181.0,10.0,1935.0
14096,湖南,430000,7aab7fca2470987e,MPV,2016,11,31,135.0,10.0,1935.0
14097,福建,350000,7aab7fca2470987e,MPV,2016,11,83,174.0,10.0,1935.0
14098,辽宁,210000,7aab7fca2470987e,MPV,2016,11,153,432.0,10.0,1935.0
14099,重庆,500000,7aab7fca2470987e,MPV,2016,11,12,58.0,10.0,1935.0
14100,陕西,610000,7aab7fca2470987e,MPV,2016,11,29,177.0,10.0,1935.0
14101,黑龙江,230000,7aab7fca2470987e,MPV,2016,11,61,377.0,10.0,1935.0
14102,上海,310000,fde95ea242abd896,SUV,2016,11,331,1339.0,23.0,1633.0
14103,云南,530000,fde95ea242abd896,SUV,2016,11,521,1901.0,23.0,1633.0
14104,内蒙古,150000,fde95ea242abd896,SUV,2016,11,190,1593.0,23.0,1633.0
14105,北京,110000,fde95ea242abd896,SUV,2016,11,301,3549.0,23.0,1633.0
14106,四川,510000,fde95ea242abd896,SUV,2016,11,617,4808.0,23.0,1633.0
14107,安徽,340000,fde95ea242abd896,SUV,2016,11,504,1955.0,23.0,1633.0
14108,山东,370000,fde95ea242abd896,SUV,2016,11,709,4433.0,23.0,1633.0
14109,山西,140000,fde95ea242abd896,SUV,2016,11,302,1808.0,23.0,1633.0
14110,广东,440000,fde95ea242abd896,SUV,2016,11,4901,13393.0,23.0,1633.0
14111,广西,450000,fde95ea242abd896,SUV,2016,11,458,1567.0,23.0,1633.0
14112,江苏,320000,fde95ea242abd896,SUV,2016,11,974,4486.0,23.0,1633.0
14113,江西,360000,fde95ea242abd896,SUV,2016,11,499,1567.0,23.0,1633.0
14114,河北,130000,fde95ea242abd896,SUV,2016,11,602,3897.0,23.0,1633.0
14115,河南,410000,fde95ea242abd896,SUV,2016,11,614,4232.0,23.0,1633.0
14116,浙江,330000,fde95ea242abd896,SUV,2016,11,1169,4955.0,23.0,1633.0
14117,湖北,420000,fde95ea242abd896,SUV,2016,11,1066,3160.0,23.0,1633.0
14118,湖南,430000,fde95ea242abd896,SUV,2016,11,700,2330.0,23.0,1633.0
14119,福建,350000,fde95ea242abd896,SUV,2016,11,796,2785.0,23.0,1633.0
14120,辽宁,210000,fde95ea242abd896,SUV,2016,11,460,2491.0,23.0,1633.0
14121,重庆,500000,fde95ea242abd896,SUV,2016,11,222,870.0,23.0,1633.0
14122,陕西,610000,fde95ea242abd896,SUV,2016,11,229,1767.0,23.0,1633.0
14123,黑龙江,230000,fde95ea242abd896,SUV,2016,11,199,2116.0,23.0,1633.0
14124,上海,310000,97f15de12cfabbd5,Sedan,2016,11,457,883.0,249.0,721.0
14125,云南,530000,97f15de12cfabbd5,Sedan,2016,11,233,812.0,249.0,721.0
14126,内蒙古,150000,97f15de12cfabbd5,Sedan,2016,11,200,907.0,249.0,721.0
14127,北京,110000,97f15de12cfabbd5,Sedan,2016,11,754,2430.0,249.0,721.0
14128,四川,510000,97f15de12cfabbd5,Sedan,2016,11,489,2621.0,249.0,721.0
14129,安徽,340000,97f15de12cfabbd5,Sedan,2016,11,568,1021.0,249.0,721.0
14130,山东,370000,97f15de12cfabbd5,Sedan,2016,11,1094,2997.0,249.0,721.0
14131,山西,140000,97f15de12cfabbd5,Sedan,2016,11,395,1039.0,249.0,721.0
14132,广东,440000,97f15de12cfabbd5,Sedan,2016,11,3563,5971.0,249.0,721.0
14133,广西,450000,97f15de12cfabbd5,Sedan,2016,11,194,632.0,249.0,721.0
14134,江苏,320000,97f15de12cfabbd5,Sedan,2016,11,1491,2448.0,249.0,721.0
14135,江西,360000,97f15de12cfabbd5,Sedan,2016,11,340,615.0,249.0,721.0
14136,河北,130000,97f15de12cfabbd5,Sedan,2016,11,971,2322.0,249.0,721.0
14137,河南,410000,97f15de12cfabbd5,Sedan,2016,11,805,2561.0,249.0,721.0
14138,浙江,330000,97f15de12cfabbd5,Sedan,2016,11,1516,2824.0,249.0,721.0
14139,湖北,420000,97f15de12cfabbd5,Sedan,2016,11,779,1367.0,249.0,721.0
14140,湖南,430000,97f15de12cfabbd5,Sedan,2016,11,767,1086.0,249.0,721.0
14141,福建,350000,97f15de12cfabbd5,Sedan,2016,11,612,1164.0,249.0,721.0
14142,辽宁,210000,97f15de12cfabbd5,Sedan,2016,11,1269,2281.0,249.0,721.0
14143,重庆,500000,97f15de12cfabbd5,Sedan,2016,11,200,453.0,249.0,721.0
14144,陕西,610000,97f15de12cfabbd5,Sedan,2016,11,309,1062.0,249.0,721.0
14145,黑龙江,230000,97f15de12cfabbd5,Sedan,2016,11,639,1857.0,249.0,721.0
14146,上海,310000,f5d69960089c3614,SUV,2016,11,304,1944.0,127.0,48.0
14147,云南,530000,f5d69960089c3614,SUV,2016,11,97,1449.0,127.0,48.0
14148,内蒙古,150000,f5d69960089c3614,SUV,2016,11,54,1122.0,127.0,48.0
14149,北京,110000,f5d69960089c3614,SUV,2016,11,551,4079.0,127.0,48.0
14150,四川,510000,f5d69960089c3614,SUV,2016,11,246,4432.0,127.0,48.0
14151,安徽,340000,f5d69960089c3614,SUV,2016,11,125,1538.0,127.0,48.0
14152,山东,370000,f5d69960089c3614,SUV,2016,11,228,4189.0,127.0,48.0
14153,山西,140000,f5d69960089c3614,SUV,2016,11,53,959.0,127.0,48.0
14154,广东,440000,f5d69960089c3614,SUV,2016,11,442,5270.0,127.0,48.0
14155,广西,450000,f5d69960089c3614,SUV,2016,11,38,674.0,127.0,48.0
14156,江苏,320000,f5d69960089c3614,SUV,2016,11,248,3367.0,127.0,48.0
14157,江西,360000,f5d69960089c3614,SUV,2016,11,75,1069.0,127.0,48.0
14158,河北,130000,f5d69960089c3614,SUV,2016,11,123,2571.0,127.0,48.0
14159,河南,410000,f5d69960089c3614,SUV,2016,11,144,3304.0,127.0,48.0
14160,浙江,330000,f5d69960089c3614,SUV,2016,11,149,2803.0,127.0,48.0
14161,湖北,420000,f5d69960089c3614,SUV,2016,11,148,1728.0,127.0,48.0
14162,湖南,430000,f5d69960089c3614,SUV,2016,11,157,1739.0,127.0,48.0
14163,福建,350000,f5d69960089c3614,SUV,2016,11,111,1475.0,127.0,48.0
14164,辽宁,210000,f5d69960089c3614,SUV,2016,11,126,1212.0,127.0,48.0
14165,重庆,500000,f5d69960089c3614,SUV,2016,11,132,1148.0,127.0,48.0
14166,陕西,610000,f5d69960089c3614,SUV,2016,11,150,1686.0,127.0,48.0
14167,黑龙江,230000,f5d69960089c3614,SUV,2016,11,71,1138.0,127.0,48.0
14168,上海,310000,5b1c11c3efed5312,SUV,2016,11,244,567.0,47.0,1174.0
14169,云南,530000,5b1c11c3efed5312,SUV,2016,11,214,527.0,47.0,1174.0
14170,内蒙古,150000,5b1c11c3efed5312,SUV,2016,11,167,731.0,47.0,1174.0
14171,北京,110000,5b1c11c3efed5312,SUV,2016,11,181,1730.0,47.0,1174.0
14172,四川,510000,5b1c11c3efed5312,SUV,2016,11,432,1966.0,47.0,1174.0
14173,安徽,340000,5b1c11c3efed5312,SUV,2016,11,699,1344.0,47.0,1174.0
14174,山东,370000,5b1c11c3efed5312,SUV,2016,11,792,2131.0,47.0,1174.0
14175,山西,140000,5b1c11c3efed5312,SUV,2016,11,231,911.0,47.0,1174.0
14176,广东,440000,5b1c11c3efed5312,SUV,2016,11,1204,2357.0,47.0,1174.0
14177,广西,450000,5b1c11c3efed5312,SUV,2016,11,135,268.0,47.0,1174.0
14178,江苏,320000,5b1c11c3efed5312,SUV,2016,11,1083,2168.0,47.0,1174.0
14179,江西,360000,5b1c11c3efed5312,SUV,2016,11,434,682.0,47.0,1174.0
14180,河北,130000,5b1c11c3efed5312,SUV,2016,11,667,2148.0,47.0,1174.0
14181,河南,410000,5b1c11c3efed5312,SUV,2016,11,1006,2489.0,47.0,1174.0
14182,浙江,330000,5b1c11c3efed5312,SUV,2016,11,1202,2365.0,47.0,1174.0
14183,湖北,420000,5b1c11c3efed5312,SUV,2016,11,409,809.0,47.0,1174.0
14184,湖南,430000,5b1c11c3efed5312,SUV,2016,11,439,871.0,47.0,1174.0
14185,福建,350000,5b1c11c3efed5312,SUV,2016,11,391,719.0,47.0,1174.0
14186,辽宁,210000,5b1c11c3efed5312,SUV,2016,11,186,734.0,47.0,1174.0
14187,重庆,500000,5b1c11c3efed5312,SUV,2016,11,92,336.0,47.0,1174.0
14188,陕西,610000,5b1c11c3efed5312,SUV,2016,11,212,938.0,47.0,1174.0
14189,黑龙江,230000,5b1c11c3efed5312,SUV,2016,11,126,647.0,47.0,1174.0
14190,上海,310000,17363f08d683d52b,SUV,2016,11,88,1206.0,25.0,307.0
14191,云南,530000,17363f08d683d52b,SUV,2016,11,209,1576.0,25.0,307.0
14192,内蒙古,150000,17363f08d683d52b,SUV,2016,11,130,1980.0,25.0,307.0
14193,北京,110000,17363f08d683d52b,SUV,2016,11,186,4347.0,25.0,307.0
14194,四川,510000,17363f08d683d52b,SUV,2016,11,205,5166.0,25.0,307.0
14195,安徽,340000,17363f08d683d52b,SUV,2016,11,341,2446.0,25.0,307.0
14196,山东,370000,17363f08d683d52b,SUV,2016,11,480,4729.0,25.0,307.0
14197,山西,140000,17363f08d683d52b,SUV,2016,11,70,1800.0,25.0,307.0
14198,广东,440000,17363f08d683d52b,SUV,2016,11,101,5610.0,25.0,307.0
14199,广西,450000,17363f08d683d52b,SUV,2016,11,39,819.0,25.0,307.0
14200,江苏,320000,17363f08d683d52b,SUV,2016,11,474,4830.0,25.0,307.0
14201,江西,360000,17363f08d683d52b,SUV,2016,11,274,1537.0,25.0,307.0
14202,河北,130000,17363f08d683d52b,SUV,2016,11,326,4482.0,25.0,307.0
14203,河南,410000,17363f08d683d52b,SUV,2016,11,372,4875.0,25.0,307.0
14204,浙江,330000,17363f08d683d52b,SUV,2016,11,429,5441.0,25.0,307.0
14205,湖北,420000,17363f08d683d52b,SUV,2016,11,317,2569.0,25.0,307.0
14206,湖南,430000,17363f08d683d52b,SUV,2016,11,348,2210.0,25.0,307.0
14207,福建,350000,17363f08d683d52b,SUV,2016,11,127,1980.0,25.0,307.0
14208,辽宁,210000,17363f08d683d52b,SUV,2016,11,174,2148.0,25.0,307.0
14209,重庆,500000,17363f08d683d52b,SUV,2016,11,151,1037.0,25.0,307.0
14210,陕西,610000,17363f08d683d52b,SUV,2016,11,210,2260.0,25.0,307.0
14211,黑龙江,230000,17363f08d683d52b,SUV,2016,11,118,2070.0,25.0,307.0
14212,上海,310000,06880909932890ca,Sedan,2016,11,341,610.0,56.0,1214.0
14213,云南,530000,06880909932890ca,Sedan,2016,11,186,452.0,56.0,1214.0
14214,内蒙古,150000,06880909932890ca,Sedan,2016,11,125,462.0,56.0,1214.0
14215,北京,110000,06880909932890ca,Sedan,2016,11,553,1673.0,56.0,1214.0
14216,四川,510000,06880909932890ca,Sedan,2016,11,657,2084.0,56.0,1214.0
14217,安徽,340000,06880909932890ca,Sedan,2016,11,764,1145.0,56.0,1214.0
14218,山东,370000,06880909932890ca,Sedan,2016,11,957,1782.0,56.0,1214.0
14219,山西,140000,06880909932890ca,Sedan,2016,11,203,626.0,56.0,1214.0
14220,广东,440000,06880909932890ca,Sedan,2016,11,1660,2598.0,56.0,1214.0
14221,广西,450000,06880909932890ca,Sedan,2016,11,188,314.0,56.0,1214.0
14222,江苏,320000,06880909932890ca,Sedan,2016,11,2022,2245.0,56.0,1214.0
14223,江西,360000,06880909932890ca,Sedan,2016,11,453,597.0,56.0,1214.0
14224,河北,130000,06880909932890ca,Sedan,2016,11,667,1426.0,56.0,1214.0
14225,河南,410000,06880909932890ca,Sedan,2016,11,1577,2315.0,56.0,1214.0
14226,浙江,330000,06880909932890ca,Sedan,2016,11,1832,2359.0,56.0,1214.0
14227,湖北,420000,06880909932890ca,Sedan,2016,11,492,725.0,56.0,1214.0
14228,湖南,430000,06880909932890ca,Sedan,2016,11,547,841.0,56.0,1214.0
14229,福建,350000,06880909932890ca,Sedan,2016,11,556,727.0,56.0,1214.0
14230,辽宁,210000,06880909932890ca,Sedan,2016,11,211,662.0,56.0,1214.0
14231,重庆,500000,06880909932890ca,Sedan,2016,11,373,506.0,56.0,1214.0
14232,陕西,610000,06880909932890ca,Sedan,2016,11,347,930.0,56.0,1214.0
14233,黑龙江,230000,06880909932890ca,Sedan,2016,11,97,472.0,56.0,1214.0
14234,上海,310000,9c1c7ee8ebdda299,Sedan,2016,11,41,231.0,33.0,36.0
14235,云南,530000,9c1c7ee8ebdda299,Sedan,2016,11,119,165.0,33.0,36.0
14236,内蒙古,150000,9c1c7ee8ebdda299,Sedan,2016,11,353,378.0,33.0,36.0
14237,北京,110000,9c1c7ee8ebdda299,Sedan,2016,11,78,905.0,33.0,36.0
14238,四川,510000,9c1c7ee8ebdda299,Sedan,2016,11,517,1235.0,33.0,36.0
14239,安徽,340000,9c1c7ee8ebdda299,Sedan,2016,11,198,409.0,33.0,36.0
14240,山东,370000,9c1c7ee8ebdda299,Sedan,2016,11,1562,1924.0,33.0,36.0
14241,山西,140000,9c1c7ee8ebdda299,Sedan,2016,11,768,677.0,33.0,36.0
14242,广东,440000,9c1c7ee8ebdda299,Sedan,2016,11,710,1492.0,33.0,36.0
14243,广西,450000,9c1c7ee8ebdda299,Sedan,2016,11,192,212.0,33.0,36.0
14244,江苏,320000,9c1c7ee8ebdda299,Sedan,2016,11,307,797.0,33.0,36.0
14245,江西,360000,9c1c7ee8ebdda299,Sedan,2016,11,177,262.0,33.0,36.0
14246,河北,130000,9c1c7ee8ebdda299,Sedan,2016,11,1644,2066.0,33.0,36.0
14247,河南,410000,9c1c7ee8ebdda299,Sedan,2016,11,774,1213.0,33.0,36.0
14248,浙江,330000,9c1c7ee8ebdda299,Sedan,2016,11,380,638.0,33.0,36.0
14249,湖北,420000,9c1c7ee8ebdda299,Sedan,2016,11,116,340.0,33.0,36.0
14250,湖南,430000,9c1c7ee8ebdda299,Sedan,2016,11,141,256.0,33.0,36.0
14251,福建,350000,9c1c7ee8ebdda299,Sedan,2016,11,281,469.0,33.0,36.0
14252,辽宁,210000,9c1c7ee8ebdda299,Sedan,2016,11,528,675.0,33.0,36.0
14253,重庆,500000,9c1c7ee8ebdda299,Sedan,2016,11,80,163.0,33.0,36.0
14254,陕西,610000,9c1c7ee8ebdda299,Sedan,2016,11,214,380.0,33.0,36.0
14255,黑龙江,230000,9c1c7ee8ebdda299,Sedan,2016,11,350,555.0,33.0,36.0
14256,上海,310000,c6833cb891626c17,SUV,2016,11,435,643.0,225.0,57.0
14257,云南,530000,c6833cb891626c17,SUV,2016,11,538,833.0,225.0,57.0
14258,内蒙古,150000,c6833cb891626c17,SUV,2016,11,323,942.0,225.0,57.0
14259,北京,110000,c6833cb891626c17,SUV,2016,11,879,2118.0,225.0,57.0
14260,四川,510000,c6833cb891626c17,SUV,2016,11,770,2489.0,225.0,57.0
14261,安徽,340000,c6833cb891626c17,SUV,2016,11,964,1362.0,225.0,57.0
14262,山东,370000,c6833cb891626c17,SUV,2016,11,1107,2240.0,225.0,57.0
14263,山西,140000,c6833cb891626c17,SUV,2016,11,301,875.0,225.0,57.0
14264,广东,440000,c6833cb891626c17,SUV,2016,11,1586,2653.0,225.0,57.0
14265,广西,450000,c6833cb891626c17,SUV,2016,11,309,376.0,225.0,57.0
14266,江苏,320000,c6833cb891626c17,SUV,2016,11,1446,2257.0,225.0,57.0
14267,江西,360000,c6833cb891626c17,SUV,2016,11,571,682.0,225.0,57.0
14268,河北,130000,c6833cb891626c17,SUV,2016,11,1108,2040.0,225.0,57.0
14269,河南,410000,c6833cb891626c17,SUV,2016,11,1622,2606.0,225.0,57.0
14270,浙江,330000,c6833cb891626c17,SUV,2016,11,2130,2787.0,225.0,57.0
14271,湖北,420000,c6833cb891626c17,SUV,2016,11,634,1034.0,225.0,57.0
14272,湖南,430000,c6833cb891626c17,SUV,2016,11,606,1003.0,225.0,57.0
14273,福建,350000,c6833cb891626c17,SUV,2016,11,552,794.0,225.0,57.0
14274,辽宁,210000,c6833cb891626c17,SUV,2016,11,258,872.0,225.0,57.0
14275,重庆,500000,c6833cb891626c17,SUV,2016,11,309,504.0,225.0,57.0
14276,陕西,610000,c6833cb891626c17,SUV,2016,11,366,1109.0,225.0,57.0
14277,黑龙江,230000,c6833cb891626c17,SUV,2016,11,232,777.0,225.0,57.0
14278,上海,310000,3e21824be728cbec,Hatchback,2016,11,345,1167.0,461.0,1027.0
14279,云南,530000,3e21824be728cbec,Hatchback,2016,11,373,1130.0,461.0,1027.0
14280,内蒙古,150000,3e21824be728cbec,Hatchback,2016,11,59,807.0,461.0,1027.0
14281,北京,110000,3e21824be728cbec,Hatchback,2016,11,222,2174.0,461.0,1027.0
14282,四川,510000,3e21824be728cbec,Hatchback,2016,11,778,3217.0,461.0,1027.0
14283,安徽,340000,3e21824be728cbec,Hatchback,2016,11,607,1519.0,461.0,1027.0
14284,山东,370000,3e21824be728cbec,Hatchback,2016,11,782,3006.0,461.0,1027.0
14285,山西,140000,3e21824be728cbec,Hatchback,2016,11,132,915.0,461.0,1027.0
14286,广东,440000,3e21824be728cbec,Hatchback,2016,11,938,4140.0,461.0,1027.0
14287,广西,450000,3e21824be728cbec,Hatchback,2016,11,370,724.0,461.0,1027.0
14288,江苏,320000,3e21824be728cbec,Hatchback,2016,11,1286,3768.0,461.0,1027.0
14289,江西,360000,3e21824be728cbec,Hatchback,2016,11,444,952.0,461.0,1027.0
14290,河北,130000,3e21824be728cbec,Hatchback,2016,11,589,2517.0,461.0,1027.0
14291,河南,410000,3e21824be728cbec,Hatchback,2016,11,729,3490.0,461.0,1027.0
14292,浙江,330000,3e21824be728cbec,Hatchback,2016,11,797,2708.0,461.0,1027.0
14293,湖北,420000,3e21824be728cbec,Hatchback,2016,11,413,1271.0,461.0,1027.0
14294,湖南,430000,3e21824be728cbec,Hatchback,2016,11,458,1176.0,461.0,1027.0
14295,福建,350000,3e21824be728cbec,Hatchback,2016,11,455,1436.0,461.0,1027.0
14296,辽宁,210000,3e21824be728cbec,Hatchback,2016,11,136,824.0,461.0,1027.0
14297,重庆,500000,3e21824be728cbec,Hatchback,2016,11,422,666.0,461.0,1027.0
14298,陕西,610000,3e21824be728cbec,Hatchback,2016,11,355,1428.0,461.0,1027.0
14299,黑龙江,230000,3e21824be728cbec,Hatchback,2016,11,82,844.0,461.0,1027.0
14300,上海,310000,f8a6975573af1b33,Sedan,2016,11,228,2909.0,150.0,4534.0
14301,云南,530000,f8a6975573af1b33,Sedan,2016,11,165,2667.0,150.0,4534.0
14302,内蒙古,150000,f8a6975573af1b33,Sedan,2016,11,43,1524.0,150.0,4534.0
14303,北京,110000,f8a6975573af1b33,Sedan,2016,11,372,5380.0,150.0,4534.0
14304,四川,510000,f8a6975573af1b33,Sedan,2016,11,484,7955.0,150.0,4534.0
